dataset_group,task,pc1,pc2
B,grasp the red block and turn it left,-0.8862980938930367,0.637071017650125
B,take the red block and rotate it left,-2.623978104183178,0.06618186750347528
B,rotate the pink block to the left,-3.2928269907892616,0.21949739274527713
B,lift the red block lying on the shelf,0.7308199089678782,1.6355413190833437
B,lift the red block lying in the cabinet,1.6471611264798567,0.767077580579163
B,grasp the blue block and rotate it left,-1.899667882056673,0.1034570928584823
B,in the cabinet grasp the red block,2.112777699656775,1.2452533933102412
B,pick up the blue block from the sliding cabinet,1.2853379545646448,0.27428097303463467
B,lift the pink block lying in the drawer,3.1887953411226704,2.0792460602597695
B,rotate the pink block 90 degrees to the left,-3.1963551379977218,-0.3243272687204215
B,"grasp the blue block, then lift it up",0.024075967852882244,0.9686021085729458
B,in the cabinet pick up the pink block,1.9995244457301748,1.5822051873451297
B,push the object that it falls into the drawer,3.840117211936331,-0.13781827024591187
B,in the slider pick up the red block,-0.8289830925792537,1.531671929505072
B,take the blue block and rotate it left,-2.733294007990097,-0.26363779070297827
B,push left the blue block,-2.632843348196143,-0.11984553281649023
B,sweep the blue block to the right,-1.7550007230791702,-0.3438449770250279
B,push the blue block to the right,-2.5665143954160383,0.012331323383848328
B,grasp the blue block and turn it left,-1.066350009524196,0.15122292469123738
B,slide left the blue block,-2.2547272808869407,0.2724333829502099
B,push the pink block towards the left,-2.7029631321822083,0.8323546067391036
B,grasp the blue block and turn it left,-1.0661436499622823,0.15123840696253987
B,go push the blue block to the left,-2.6883541423237727,-0.39115765600856245
B,slide the blue block towards the right,-2.534284292742074,0.15720441803492466
B,push the red block to the right,-2.3851833031748932,0.37820967818233897
B,rotate the pink block to the left,-3.2928269907892616,0.21949739274527713
B,take the blue block and rotate it left,-2.733294007990097,-0.26363779070297827
B,go push the red block to the left,-2.4213793239119483,0.054815063207311394
B,take the pink block and turn it left,-1.5780314711148402,0.6747829784094175
B,"grasp the blue block, then rotate it left",-1.644901115369268,-0.015670638765497673
B,grasp the blue block and rotate it left,-1.899667882056673,0.1034570928584823
B,"grasp the blue block, then turn it left",-0.8187115386217401,0.042052901774509654
B,"grasp the red block, then turn it left",-0.6279548001098417,0.5164802949920803
B,slide the blue block towards the right,-2.534284292742074,0.15720441803492466
B,go push the pink block to the right,-2.2162932793895664,0.5903349809301975
B,turn the red block left,-2.374609860022479,-0.006555793711683272
B,slide the pink block to the left,-2.335649641201637,1.1475738392314387
B,"grasp the blue block, then turn it right",-0.7983874448891801,0.13301130503113193
B,go push the red block to the right,-2.2286915369441935,0.000954072357911032
B,push left the red block,-2.2625848626460865,0.25890723375625274
B,go slide the red block to the left,-2.444820790651144,0.3855030661448567
B,slide left the red block,-2.0837645805858522,0.6640437177050572
B,slide the pink block towards the right,-2.264125555411552,1.0779972892184255
B,slide the pink block towards the right,-2.264125555411552,1.0779972892184255
B,go push the pink block to the right,-2.2162932793895664,0.5903349809301975
B,grasp the pink block and turn it right,-0.7415089778063932,1.159668662255647
B,"grasp the red block, then turn it right",-0.6480626607198096,0.5591470888836746
B,take the pink block and turn it right,-1.5276641580526091,0.74044751911746
B,grasp the pink block and rotate it right,-1.646960195543987,0.9873581438825192
B,rotate the pink block to the right,-3.142707796347205,0.26836685438312824
B,take the pink block and turn it right,-1.5276641583961141,0.7404475334536329
B,"grasp the pink block, then turn it right",-0.5397233432121964,1.0820050433803334
B,put the block in the cabinet,1.8272284179903193,0.8338582118197561
B,close the cabinet drawer,5.130157078997056,-1.074406252888272
B,rotate the blue block to the left,-3.364331831696919,-0.6581181080792234
B,close the cabinet drawer,5.130157078997056,-1.074406252888272
B,stack blocks on top of each other,-0.47445788814573925,1.955012258798805
B,move the door to the left side,-0.37649629479603985,-3.1810775641984974
B,go slide the blue block to the left,-2.646842817976665,0.010981352542877595
B,go towards the blue block in the drawer and lift it,2.6822783744374785,0.8017348175054907
B,close the drawer,5.255334801654689,-0.7043245163638837
B,pull the drawer,5.17338779427741,0.07996501971809317
B,grasp the door handle and move the door to the left,1.290934166029262,-2.6228220234212585
B,move the door to the right,-0.24125668718091542,-3.3156486077443783
B,grasp the pink block lying in the drawer,3.676810711381317,2.0517591655218097
B,"slide the door to the left, then let it go",0.38210485077233936,-2.5978221405817385
B,slide the door all the way to the left,0.01820388236279593,-2.5446252869115122
B,place the grasped object in the slider,1.5155721001171174,0.0043582117835582
B,"grasp the drawer handle, then open it",5.351957731898719,-0.3962614992935576
B,push the block into the drawer,3.0838204861759797,1.1869440454159494
B,push down the button to turn off the led,1.1092111259587984,-4.568490283676794
B,lift the red block from the table,-0.31259252551203964,1.7202566031060058
B,turn on the green lamp,-0.5157087007846995,-4.700463235269997
B,place the grasped block on top of another block,-0.4574960972517662,2.336377486839312
B,push left the red block,-2.2625848626460865,0.25890723375625274
B,grasp the drawer handle and close it,5.124537982199197,-0.17310481377782963
B,"grasp the blue block, then lift it up",0.024075967852882244,0.9686021085729458
B,go towards the drawer and place the object,4.010156002603519,-0.31208182483635943
B,push the object into the drawer,4.540053761889352,-0.19954188341464
B,in the slider grasp the red block,-0.4506631560209757,1.6161240759561954
B,"grasp the handle of the drawer, then open it",5.049678669014857,-0.41514961866221023
B,take off the block that is on top of the other one,-1.044051023319735,0.4019142738519535
B,turn off the led,0.6638124181902832,-4.599716781705089
B,pick up the pink block from the shelf,1.3153800431406515,2.392037843796385
B,place the block in the cabinet,1.813407405443236,0.8122928491454374
B,grasp the handle of the drawer and open it,5.07450447836155,-0.29005420767896106
B,close the cabinet drawer,5.130157078997056,-1.074406252888272
B,store the block in the drawer,3.7668912760081623,2.016083488108896
B,push the button to turn on the led light,0.917629606744452,-5.220790961324281
B,move the light switch to turn on the light bulb,0.7119625233293971,-5.055644807939736
B,lift the red block in the drawer,3.231036459458628,1.829787458692067
B,take off the block that is on top of the other one,-1.044051023319735,0.4019142738519535
B,grasp the pink block and rotate it left,-1.7588984856194054,1.0461424051317543
B,go towards the pink block in the drawer and grasp it,3.1823649123117406,1.6213078721419782
B,turn off the yellow lamp,0.44116910915996155,-4.6280591599029295
B,put the grasped block on top of a block,0.04066962414468934,2.203386159508878
B,lift the red block lying in the sliding cabinet,1.1443494244490229,0.48298125538514647
B,in the cabinet pick up the blue block,1.8281528278153727,0.7482427205069068
B,slide the object into the drawer,4.463212335035691,-0.06323846441859171
B,stack the block on top of another block,-1.223415661503877,1.951654206779534
B,grasp the pink block and lift it up,0.10589879506119215,2.000904891806456
B,take off the block that is on top of the other one,-1.044051023319735,0.4019142738519535
B,pull the handle of the drawer,4.571072086267182,0.10812105383970426
B,grasp the red block lying in the slider,0.11352040127254294,1.202506784933687
B,slide right the pink block,-2.1044326995416336,1.3877766976545796
B,place the grasped block on top of another block,-0.4574960972517662,2.336377486839312
B,lift the pink block lying in the slider,-0.4786086020793819,1.5220408095267277
B,lift the red block in the drawer,3.231036459458628,1.829787458692067
B,push the door to the left side,-0.06976176480827503,-2.9652725366716344
B,slide the door to the left,0.24496440926890295,-2.5656964203533095
B,push down the button to turn on the green light,-0.10797366300021902,-4.970741261300839
B,"grasp the door handle, then slide the door to the left",1.6005861929010785,-2.355941145826431
B,grasp the pink block in the drawer,3.6289838647072745,2.2736813505057665
B,remove a block from the stack,0.1985735075202501,1.2021367281445083
B,slide left the pink block,-1.861322913890935,1.1941292892800937
B,push the blue block to the right,-2.5665143954160383,0.012331323383848328
B,go to the tower of blocks and take off the top one,-1.1127519524898704,-0.3976565580460085
B,slide the door to the right side,0.39277510327986886,-2.5325310768141893
B,remove the top block,-0.8298211915791173,1.215012373600025
B,toggle the button to turn off the led,1.3433320204919983,-4.8122445645205945
B,push the switch upwards,-0.4237623455310352,-3.6605714914702965
B,place the block in the drawer,3.7112791040855835,1.4710101903663744
B,slide right the blue block,-2.481429731924591,0.48730798509073714
B,stack the object on top of another object,0.7182699516097122,-0.42661982690980954
B,slide the pink block towards the left,-2.42986110286408,1.0973880409621029
B,turn on the led,0.21397580231857047,-4.536927109415239
B,push left the blue block,-2.632843348196143,-0.11984553281649023
B,pick up the red block on the table,0.02857625615858516,2.0419019204737503
B,open the drawer,5.811911922212726,-0.7931913016171934
B,put the block in the sliding cabinet,1.2461259547962118,0.41329565004561464
B,toggle the button to turn on the led light,1.0716087483202639,-5.44584807118529
B,turn off the light bulb,1.1593405067216194,-4.920504379575812
B,take off the stacked block,-0.12214290573801843,1.3642445879101959
B,pick up the blue block in the drawer,3.435481608691128,1.5992302156777265
B,lift the red block up,-1.1896094738168765,1.3580938867483
B,grasp the blue block and lift it up,-0.13566723506497555,1.0129729102360006
B,toggle the button to turn off the led light,1.212311822192513,-5.370717969965236
B,put it in the slider,0.3613311041125242,-0.5535065714166273
B,grasp the blue block on the table and lift it up,0.5639957263568894,1.2154810185456746
B,pick up the pink block from the shelf,1.3153800431406515,2.392037843796385
B,grasp the red block lying in the sliding cabinet,1.8732389952889639,0.7575680218486386
B,toggle the button to turn off the led light,1.212311822192513,-5.370717969965236
B,go towards the red block in the drawer and lift it,2.7303560965828146,1.0416949904160242
B,take the blue block and rotate it left,-2.733294007990097,-0.26363779070297827
B,take the pink block and rotate it left,-2.5253615894843047,0.6343137064787946
B,pick up the red block from the drawer,3.487722487866146,1.9392738067400141
B,lift the red block,-1.2833440490594752,1.4327843782248837
B,lift the red block lying on the shelf,0.7308199089678782,1.6355413190833437
B,pick up the red block,-0.8751925422878631,1.9641944970560952
B,stack blocks on top of each other,-0.47445788814573925,1.955012258798805
B,rotate the blue block 90 degrees to the left,-3.2950551020589565,-1.0864963271799346
B,"grasp the red block, then rotate it left",-1.5878253586494753,0.3769748669457169
B,pick up the red block in the drawer,3.5238014932518085,1.8645560665074252
B,pick up the pink block in the drawer,3.3773251156750193,2.367237955047982
B,grasp the blue block lying in the drawer,3.8508396001660774,1.2753387436001877
B,"grasp the red block, then lift it up",0.12367480033107518,1.3890576358669477
B,slide left the pink block,-1.861322913890935,1.1941292892800937
B,slide the object into the drawer,4.463212335035691,-0.06323846441859171
B,push the object into the drawer,4.540053761889352,-0.19954188341464
B,"grasp the blue block, then turn it right",-0.7983874448891801,0.13301130503113193
B,put the grasped block on top of a block,0.04066962414468934,2.203386159508878
B,lift the red block from the table,-0.31259252551203964,1.7202566031060058
B,pick up the red block,-0.8751925422878631,1.9641944970560952
B,in the sliding cabinet grasp the pink block,1.55835398089438,1.2741383327109688
B,in the slider grasp the pink block,-0.2841160192638573,2.0528949380827672
B,slide the blue block towards the right,-2.534284292742074,0.15720441803492466
B,lift the blue block from the table,-0.39206414237952214,1.3598049742804321
B,sweep the block into the drawer,3.433189030506897,0.6407106998587286
B,lift the blue block on the shelf,0.5392326119771701,1.5079843741418306
B,go towards the pink block in the drawer and lift it,2.651893198221826,1.5378455617158329
B,slide the block into the drawer,3.0815399764661247,1.3218915702696132
B,lift the pink block up,-0.9938902598369133,2.21247444054689
B,grasp the red block lying in the sliding cabinet,1.8732389952889639,0.7575680218486386
B,"grasp the pink block, then lift it up",0.26611977456799746,1.9287480736233549
B,push the blue block to the right,-2.5665143954160383,0.012331323383848328
B,grasp the red block lying in the slider,0.11352040127254294,1.202506784933687
B,go push the pink block to the left,-2.465314931164169,0.5682751736619426
B,push left the red block,-2.2625848626460865,0.25890723375625274
B,rotate the red block towards the left,-3.328085299440323,-0.28285530901119044
B,in the sliding cabinet grasp the red block,1.4999609503829008,0.8313372699024738
B,push the red block towards the right,-2.4387972072953326,0.282683378367181
B,in the cabinet grasp the blue block,2.1361894947961875,0.8827636169537535
B,push left the blue block,-2.632843348196143,-0.11984553281649023
B,slide right the red block,-2.342134419487145,0.8787331278061546
B,"grasp the pink block, then rotate it left",-1.4909355485008602,0.9045673816118275
B,rotate right the blue block,-3.3555676990138155,-0.4956185305779545
B,rotate left the blue block,-3.3924352033003546,-0.57742719169818
B,take the blue block and turn it left,-2.013080473940066,-0.3051818814922232
B,rotate the blue block to the left,-3.364331831696919,-0.6581181080792234
B,take the red block and turn it left,-1.7265905840214342,0.09349044006914842
B,go push the blue block to the right,-2.415995903994589,-0.3508637256520303
B,sweep the blue block to the right,-1.7550007230791702,-0.3438449770250279
B,push left the blue block,-2.632843348196143,-0.11984553281649023
B,sweep the red block to the right,-1.5951040740089262,0.07804284064475894
B,rotate right the pink block,-3.2365240512581015,0.4231394799403339
B,slide the blue block towards the left,-2.666226654160992,0.1678002420803754
B,rotate the pink block 90 degrees to the left,-3.1963551379977218,-0.3243272687204215
B,"grasp the red block, then turn it left",-0.6279548001098417,0.5164802949920803
B,grasp the pink block and rotate it left,-1.7588984856194054,1.0461424051317543
B,rotate left the pink block,-3.2395948503321663,0.38557890452832544
B,go slide the blue block to the right,-2.4787272393527338,0.04527462226934245
B,go slide the pink block to the right,-2.1716184106514946,0.8999829998676465
B,rotate the blue block to the left,-3.364331831696919,-0.6581181080792234
B,push the red block to the left,-2.551259791345279,0.3910922960625651
B,slide the red block towards the right,-2.427703847759367,0.5229736393962965
B,slide the pink block towards the left,-2.42986110286408,1.0973880409621029
B,rotate right the blue block,-3.3555676990138155,-0.4956185305779545
B,take the pink block and turn it right,-1.5276641580526091,0.74044751911746
B,go push the pink block to the left,-2.465314931164169,0.5682751736619426
B,slide the red block towards the left,-2.5262517408241165,0.5807581844808726
B,go push the pink block to the right,-2.21627174714002,0.5901152463468037
B,push the pink block towards the left,-2.7029631321822083,0.8323546067391036
B,rotate the pink block 90 degrees to the right,-3.094088675976098,-0.32261345204106273
B,rotate the red block to the right,-3.1811343147749747,-0.30149629729498134
B,grasp the red block and turn it right,-0.8618216473981161,0.5961886784137075
B,take the pink block and turn it right,-1.5276641580526091,0.74044751911746
B,take the pink block and turn it right,-1.5276641580526091,0.74044751911746
B,move the sliding door to the left,-0.16093124251423033,-2.9159990919025565
B,open the cabinet drawer,5.4685296132236205,-1.0899886743408687
B,move the light switch to turn on the yellow light,0.027943847186182598,-4.918474870474988
B,toggle the light switch to turn on the yellow light,0.40407007836817116,-4.977510210039535
B,push the object into the drawer,4.540053761889352,-0.19954188341464
B,push the sliding door to the left,0.05617650477838803,-2.8346271452899185
B,remove a block from the stack,0.1985735075202501,1.2021367281445083
B,move the door to the right side,-0.2725425729640335,-3.233286298615992
B,pull the handle of the drawer,4.571072086267182,0.10812105383970426
B,move the door to the left side,-0.37649629479603985,-3.1810775641984974
B,stack blocks on top of each other,-0.47445788814573925,1.955012258798805
B,lift the red block lying in the drawer,3.2984129295491527,1.587657203474571
B,toggle the button to turn off the led light,1.212311822192513,-5.370717969965236
B,move the light switch to turn off the yellow light,0.19497072238385935,-4.993926213991879
B,slide the door all the way to the left,0.01820388236279593,-2.5446252869115122
B,toggle the button to turn off the led light,1.212311822192513,-5.370717969965236
B,lift the blue block,-1.5566494493213379,1.0821452755475518
B,sweep the red block to the right,-1.5951040740089262,0.07804284064475894
B,go towards the drawer and store the object,4.222738043142649,-0.049365875433853575
B,"grasp the blue block, then lift it up",0.024075967852882244,0.9686021085729458
B,push the button to turn on the led,0.9493623782836929,-4.59726456584174
B,pick up the pink block from the drawer,3.3126891077178886,2.434244604187982
B,pick up the blue block in the drawer,3.435481608691128,1.5992302156777265
B,put the block on top of another block,-1.6667697598544675,2.0396022211003686
B,lift the blue block,-1.5565787356606218,1.0825621233854976
B,place the grasped object in the sliding cabinet,3.062756550683869,-0.292380205567119
B,push the button to turn off the green light,0.19540430290722827,-5.030788914772166
B,grasp the blue block lying in the slider,0.07735189296707462,0.8298585244957051
B,grasp the pink block and lift it up,0.10589879506119215,2.000904891806456
B,lift the red block lying in the cabinet,1.6471611264798567,0.767077580579163
B,go to the tower of blocks and take off the top one,-1.1127519524898704,-0.3976565580460085
B,lift the red block,-1.2833440490594752,1.4327843782248837
B,slide the door to the left side,0.2956994327671847,-2.5718470381813834
B,slide the door all the way to the right,0.22051194524320608,-2.5611980564626577
B,push the door to the left,-0.05626551708140762,-2.9967332624884735
B,slide right the pink block,-2.1044326995416336,1.3877766976545796
B,push the door to the left side,-0.06976176480827503,-2.9652725366716344
B,move the sliding door to the left,-0.16093124251423033,-2.9159990919025565
B,pick up the red block from the drawer,3.487722487866146,1.9392738067400141
B,pick up the pink block,-0.5422171266436955,2.8238429217344616
B,"grasp the drawer handle, then open it",5.351957731898719,-0.3962614992935576
B,rotate the blue block 90 degrees to the right,-3.1906370379504883,-1.0719483567704502
B,push the sliding door to the left,0.05617650477838803,-2.8346271452899185
B,move the door all the way to the right,-0.21385274420972097,-3.252723551273848
B,go towards the pink block in the drawer and grasp it,3.1823649123117406,1.6213078721419782
B,place the block in the sliding cabinet,1.2155432176155734,0.40200772153021885
B,slide the door to the left,0.24496440926890295,-2.5656964203533095
B,collapse the stacked blocks,-0.55450621096467,1.656694644195107
B,"grasp the door handle, then slide the door to the right",1.6507832357186283,-2.4133161508821925
B,grasp the drawer handle and close it,5.124537982199197,-0.17310481377782963
B,grasp the blue block and turn it left,-1.066350009524196,0.15122292469123738
B,push the door to the right,0.04874182076055517,-3.0467003854225183
B,grasp the door handle and slide the door to the left,1.6023247760864587,-2.326686568174034
B,in the cabinet grasp the pink block,2.19522363484716,1.774656158843926
B,place the block in the drawer,3.7112791040855835,1.4710101903663744
B,"move to the drawer, then place the object",3.9395992653657403,-0.619554101855785
B,push the door to the right side,0.015654599156228594,-2.9763748519908697
B,push the block into the drawer,3.0838204861759797,1.1869440454159494
B,slide left the blue block,-2.2546579580464194,0.27249458342723154
B,stack blocks on top of each other,-0.47445788814573925,1.955012258798805
B,store the object in the drawer,5.257915660242842,0.553816775766244
B,grasp the pink block lying in the drawer,3.676810711381317,2.0517591655218097
B,"grasp the pink block, then rotate it right",-1.4243383876724993,0.863113330224426
B,push the object into the drawer,4.540053761889352,-0.19954188341464
B,open the drawer,5.811911922212726,-0.7931913016171934
B,grasp the red block lying in the cabinet,2.3691295622715556,1.0210530642798397
B,"grasp the handle of the drawer, then open it",5.049678669014857,-0.41514961866221023
B,"grasp the drawer handle, then close it",4.930555609379477,-0.3332105096871696
B,grasp the pink block and lift it up,0.10589879506119215,2.000904891806456
B,toggle the button to turn off the green light,0.33399270717836826,-5.1127739907070815
B,place in slider,-0.4754165897387177,-0.577597282139015
B,collapse the stacked blocks,-0.55450621096467,1.656694644195107
B,slide up the switch,0.4075852410681217,-2.758449019627077
B,pick up the blue block from the sliding cabinet,1.2853379545646448,0.27428097303463467
B,remove the top block,-0.8301575439130796,1.2152057737960025
B,in the slider pick up the blue block,-0.9635704136884775,1.2705531307496452
B,go slide the blue block to the right,-2.4787272393527338,0.04527462226934245
B,in the sliding cabinet grasp the red block,1.4999609503829008,0.8313372699024738
B,slide the object into the drawer,4.463212335035691,-0.06323846441859171
B,go slide the pink block to the left,-2.340682494577197,0.9052840113900954
B,grasp the pink block lying on the shelf,1.6246579620805541,2.2969181677792556
B,put the grasped object in the sliding cabinet,3.116834266209703,-0.3624127483808171
B,lift the pink block lying in the slider,-0.4786086020793819,1.5220408095267277
B,lift the pink block from the table,-0.2158660946670065,2.1819800962667286
B,pick up the pink block in the drawer,3.3773251156750193,2.367237955047982
B,move the light switch to turn on the yellow light,0.027943847186182598,-4.918474870474988
B,put the block on top of another block,-1.6667697598544675,2.0396022211003686
B,put the block on top of another block,-1.6667697598544675,2.0396022211003686
B,put the grasped block on top of a block,0.04066962414468934,2.203386159508878
B,take the pink block and turn it left,-1.5780314711148402,0.6747829784094175
B,toggle the light switch to turn on the yellow light,0.40407007836817116,-4.977510210039535
B,lift the red block lying in the cabinet,1.6471611264798567,0.767077580579163
B,grasp the blue block and turn it right,-1.0178622498603294,0.16050712218134752
B,push the switch upwards,-0.4237623455310352,-3.6605714914702965
B,push the blue block towards the right,-2.621549064317099,-0.14131988685655691
B,grasp the pink block lying in the sliding cabinet,1.8577572077676863,1.2519017803259922
B,lift the pink block in the drawer,3.0900242046555855,2.3522651934604313
B,pick up the blue block,-1.0415104408617257,1.6827870900316282
B,grasp the blue block on the table and lift it up,0.5639957263568894,1.2154810185456746
B,stack the blocks,-0.3715219867855612,2.5256091360716333
B,lift the pink block,-1.1360829306202096,2.271120152492629
B,rotate right the blue block,-3.3555676990138155,-0.4956185305779545
B,grasp the red block lying in the drawer,3.8144548581298996,1.5978349879085225
B,pick up the red block on the table,0.02857625615858516,2.0419019204737503
B,lift the blue block,-1.5566494493213379,1.0821452755475518
B,"grasp the blue block, then lift it up",0.024075967852882244,0.9686021085729458
B,go towards the pink block in the drawer and pick it up,2.848928001103003,1.5829441055361058
B,turn the pink block left,-2.16672102447701,0.6211077510527466
B,pick up the pink block on the table,0.14887521203223664,2.4993979840166287
B,grasp the pink block in the drawer,3.6289838647072745,2.2736813505057665
B,take off the block that is on top of the other one,-1.044051023319735,0.4019142738519535
B,push the blue block to the left,-2.814813285063217,-0.06041719715589553
B,pick up the pink block in the sliding cabinet,1.4594263227446385,1.1805849757633093
B,"grasp the red block, then turn it left",-0.6279548001098417,0.5164802949920803
B,grasp the blue block in the drawer,3.800117941311556,1.4847323524722515
B,grasp the blue block lying in the slider,0.07735189296707462,0.8298585244957051
B,go slide the pink block to the left,-2.340793685386759,0.9050819601383822
B,lift the red block on the shelf,0.7232282462723053,1.8331369882063848
B,push the object that it falls into the drawer,3.840142830467551,-0.1379002309347092
B,grasp the red block lying on the shelf,1.6042928901339182,1.89399601588155
B,lift the red block lying on the shelf,0.7308199089678782,1.6355413190833437
B,lift the blue block lying in the cabinet,1.5750793927028992,0.46055177774312434
B,rotate the blue block to the left,-3.364331831696919,-0.6581181080792234
B,push the block into the drawer,3.0838204861759797,1.1869440454159494
B,push the block into the drawer,3.0838204861759797,1.1869440454159494
B,slide right the red block,-2.342158128055492,0.8788391082066194
B,grasp the red block lying in the sliding cabinet,1.8732389952889639,0.7575680218486386
B,slide the pink block to the right,-2.1791177614773196,1.168611363704379
B,"grasp the blue block, then rotate it right",-1.5748993019066817,-0.03763358562116366
B,push the pink block to the right,-2.3338705450245656,0.9885379156370241
B,lift the pink block on the shelf,0.7976982277865496,2.382830995094639
B,slide right the pink block,-2.1044391672000873,1.387702151553775
B,slide right the pink block,-2.1044391672000873,1.387702151553775
B,take the blue block and rotate it right,-2.58829862701566,-0.2507141339856982
B,go push the red block to the left,-2.4213793239119483,0.054815063207311394
B,grasp the blue block and rotate it left,-1.899667882056673,0.1034570928584823
B,push the blue block towards the left,-2.8618820205313704,-0.1926455779109562
B,slide the blue block to the left,-2.645324200660222,0.2416206633813402
B,push the red block to the left,-2.551259791345279,0.3910922960625651
B,slide the red block towards the right,-2.427703847759367,0.5229736393962965
B,sweep the blue block to the right,-1.7550007230791702,-0.3438449770250279
B,take the blue block and rotate it left,-2.733294007990097,-0.26363779070297827
B,grasp the blue block and turn it right,-1.0178622498603294,0.16050712218134752
B,push the pink block to the left,-2.5750711887954867,0.9176570673629765
B,go push the blue block to the right,-2.415995903994589,-0.3508637256520303
B,slide the blue block to the left,-2.645324200660222,0.2416206633813402
B,grasp the red block and turn it left,-0.8862980938930367,0.637071017650125
B,rotate the blue block towards the right,-3.262011706448916,-0.6282672662899594
B,slide left the pink block,-1.861322913890935,1.1941292892800937
B,take the red block and turn it right,-1.6594714164331779,0.13505072215725236
B,go push the pink block to the left,-2.465314931164169,0.5682751736619426
B,grasp the red block and rotate it left,-1.8567506392682123,0.5013308914890918
B,rotate the blue block to the left,-3.364331831696919,-0.6581181080792234
B,rotate left the pink block,-3.2395977144846917,0.3855790156343219
B,slide the red block to the right,-2.407917137797052,0.627220175003539
B,go push the red block to the right,-2.2286915369441935,0.000954072357911032
B,slide right the red block,-2.342134419487145,0.8787331278061546
B,push left the red block,-2.2625848626460865,0.25890723375625274
B,go slide the red block to the left,-2.444820790651144,0.3855030661448567
B,push left the pink block,-2.1661200371511007,0.8739457045062236
B,go push the pink block to the right,-2.21627174714002,0.5901152463468037
B,push the pink block towards the left,-2.7029631321822083,0.8323546067391036
B,take the pink block and rotate it right,-2.387829011980462,0.6014979756206997
B,sweep the pink block to the left,-1.5285016191819378,0.49899287922950447
B,grasp the red block and turn it right,-0.8618216473981161,0.5961886784137075
B,"grasp the pink block, then rotate it right",-1.4243383876724993,0.863113330224426
B,toggle the button to turn on the led light,1.0716087483202639,-5.44584807118529
B,pick up the red block in the drawer,3.5238364090250975,1.8644430264664937
B,pull the handle of the drawer,4.571072086267182,0.10812105383970426
B,toggle the button to turn off the green light,0.33399270717836826,-5.1127739907070815
B,turn on the green lamp,-0.5157087007846995,-4.700463235269997
B,pick up the pink block lying in the drawer,3.4228016449953063,2.18316215591828
B,move the sliding door to the left,-0.16093124251423033,-2.9159990919025565
B,turn off the led lamp,1.1226128677191236,-5.213030047640208
B,lift the blue block from the table,-0.39206414237952214,1.3598049742804321
B,slide the door to the left,0.24496440926890295,-2.5656964203533095
B,turn off the yellow light,0.0803081031682581,-4.7539907451696015
B,turn off the led lamp,1.1226128677191236,-5.213030047640208
B,toggle the light switch to turn on the yellow light,0.40407007836817116,-4.977510210039535
B,put the grasped block on top of a block,0.04066962414468934,2.203386159508878
B,grasp the handle of the drawer and open it,5.07450447836155,-0.29005420767896106
B,push right the blue block,-2.5225280262810283,0.18674636774007428
B,open the cabinet drawer,5.4685296132236205,-1.0899886743408687
B,open the drawer,5.811969849281322,-0.7928447755642031
B,move the sliding door to the left,-0.16093124251423033,-2.9159990919025565
B,turn on the led light,0.5764877652191353,-5.5995602157001345
B,grasp the pink block and lift it up,0.10589879506119215,2.000904891806456
B,go slide the blue block to the right,-2.4787272393527338,0.04527462226934245
B,push the object into the drawer,4.540053761889352,-0.19954188341464
B,pick up the red block on the table,0.02857625615858516,2.0419019204737503
B,lift the red block in the drawer,3.231036459458628,1.829787458692067
B,grasp the door handle and move the door to the right,1.2940697074450993,-2.733477086337126
B,go towards the pink block in the drawer and pick it up,2.848928001103003,1.5829441055361058
B,rotate the pink block 90 degrees to the left,-3.1963551379977218,-0.3243272687204215
B,grasp the drawer handle and open it,5.430733627328727,-0.28851916540721095
B,move the light switch to turn on the yellow light,0.027943847186182598,-4.918474870474988
B,move down the switch,-0.18803138604453018,-3.5096239510303455
B,put the block in the cabinet,1.8272284179903193,0.8338582118197561
B,pick up the pink block,-0.5422171266436955,2.8238429217344616
B,open the drawer,5.811911922212726,-0.7931913016171934
B,"grasp the drawer handle, then open it",5.351957731898719,-0.3962614992935576
B,push right the blue block,-2.5225280262810283,0.18674636774007428
B,push down the button to turn off the led,1.1092111259587984,-4.568490283676794
B,grasp the handle of the drawer and close it,4.838129093693313,-0.2223852485170277
B,turn off the led light,0.9229093943658904,-5.493692015380769
B,place the object in the sliding cabinet,2.278095666423823,-0.7671595155866847
B,push the drawer,4.446084998316402,-0.16542714983680842
B,put the grasped object in the sliding cabinet,3.1167912728803926,-0.3624789600862965
B,push left the pink block,-2.1661200371511007,0.8739457045062236
B,push the blue block to the right,-2.5665143954160383,0.012331323383848328
B,put the grasped object in the slider,1.7481146166720525,-0.04687867231029061
B,lift the pink block up,-0.9938902598369133,2.21247444054689
B,pick up the blue block from the table,-0.032559301041405836,1.6253279219954577
B,go slide the red block to the left,-2.444820790651144,0.3855030661448567
B,go slide the red block to the right,-2.33200041833953,0.32320476378820906
B,push the switch downwards,-0.7602018456962188,-3.689683659496996
B,lift the red block on the shelf,0.7232282462723053,1.8331369882063848
B,move the door to the right side,-0.2725425729640335,-3.233286298615992
B,lift the blue block from the table,-0.39206414237952214,1.3598049742804321
B,grasp the blue block in the drawer,3.800117941311556,1.4847323524722515
B,turn on the light bulb,0.6911882698944631,-4.953639442343233
B,slide the red block towards the left,-2.5262517408241165,0.5807581844808726
B,grasp the red block and lift it up,-0.03503327474571952,1.438604794552022
B,grasp the handle of the drawer and open it,5.07450447836155,-0.29005420767896106
