model,display_name,sequence_idx,subtask_idx,subtask,language,num_actions,num_chunks,success,steps,mean_action_delta_l2_first6,q90_action_delta_l2_first6,mean_chunk_boundary_jump_l2_first6,q90_chunk_boundary_jump_l2_first6,mean_action_norm_l2_first6,mean_abs_gripper
act_lang_B_100k,ACT-Lang-B 100k,448,3,turn_on_led,press the button to turn on the led light,360,15,False,360,0.0687267613703577,0.09105006307363508,0.5428707439984594,0.8365452229976654,0.35535170293102664,1.0
act_lang_B_100k,ACT-Lang-B 100k,449,1,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.038858328292841575,0.059588017314672455,0.38434299560529844,0.7798756420612337,0.25372358386715255,1.0
act_lang_B_100k,ACT-Lang-B 100k,450,1,lift_red_block_slider,lift the red block from the sliding cabinet,360,15,False,360,0.048906241751128086,0.06137758567929267,0.399967474596841,0.5007895052433015,0.24748407557813656,1.0
act_lang_B_100k,ACT-Lang-B 100k,451,1,move_slider_right,push the sliding door to the right side,311,13,True,311,0.04755062331415472,0.08373594954609873,0.23410717025399208,0.3654786765575409,0.3263992507765339,1.0
act_lang_B_100k,ACT-Lang-B 100k,451,2,turn_off_led,press the button to turn off the led light,360,15,False,360,0.0718812416463281,0.12108805924654006,0.5531499864799636,0.7746927499771118,0.4103033824823797,1.0
act_lang_B_100k,ACT-Lang-B 100k,452,1,push_pink_block_left,go push the pink block left,360,15,False,360,0.0489455683242457,0.08539628237485886,0.26882502330201014,0.3573539674282074,0.246775112942689,1.0
act_lang_B_100k,ACT-Lang-B 100k,453,1,turn_on_led,press the button to turn on the led light,360,15,False,360,0.04902835464893651,0.08746273666620252,0.3167898899742535,0.4245460778474808,0.26189575455565417,1.0
act_lang_B_100k,ACT-Lang-B 100k,454,1,push_blue_block_left,go push the blue block left,360,15,False,360,0.027896562871370142,0.04998401030898093,0.16922722331115178,0.28651009202003486,0.15239531418515576,1.0
act_lang_B_100k,ACT-Lang-B 100k,455,1,move_slider_right,push the sliding door to the right side,360,15,False,360,0.050893154558219786,0.07793358415365219,0.29519314957516535,0.46630589365959174,0.30268590905600123,1.0
act_lang_B_100k,ACT-Lang-B 100k,456,1,close_drawer,push the handle to close the drawer,47,2,True,47,0.0487520756635248,0.07254070788621902,0.2622019052505493,0.2622019052505493,0.6467389439014678,1.0
act_lang_B_100k,ACT-Lang-B 100k,456,2,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.04360979703296505,0.07157706618309016,0.34281790629029274,0.7507233679294589,0.3385275411523051,1.0
act_lang_B_100k,ACT-Lang-B 100k,457,1,push_pink_block_right,go push the pink block right,100,4,True,100,0.016680336091667414,0.03792818933725357,0.13836541523536047,0.24582115560770035,0.18743478685617446,1.0
act_lang_B_100k,ACT-Lang-B 100k,457,2,open_drawer,pull the handle to open the drawer,54,3,True,54,0.035168949874856,0.055898120999336255,0.14349792897701263,0.19282563626766205,0.3042851563681055,1.0
act_lang_B_100k,ACT-Lang-B 100k,457,3,lift_blue_block_table,grasp and lift the blue block,360,15,False,360,0.04466843122258409,0.07977320402860641,0.31525541309799465,0.43345892727375035,0.25671566875858437,1.0
act_lang_B_100k,ACT-Lang-B 100k,458,1,open_drawer,pull the handle to open the drawer,50,2,True,50,0.04661650885352675,0.07332337647676468,0.25423479080200195,0.25423479080200195,0.49780528277158737,1.0
act_lang_B_100k,ACT-Lang-B 100k,458,2,turn_on_led,press the button to turn on the led light,360,15,False,360,0.06276964912227352,0.08896233737468717,0.3694884809000151,0.5137961149215698,0.3279839490229885,1.0
act_lang_B_100k,ACT-Lang-B 100k,459,1,turn_on_led,press the button to turn on the led light,360,15,False,360,0.053547645871032,0.09020413458347316,0.3967181917812143,0.6795778751373291,0.29209547311895423,1.0
act_lang_B_100k,ACT-Lang-B 100k,460,1,rotate_red_block_right,take the red block and rotate it to the right,360,15,False,360,0.05147527051638179,0.08287644535303115,0.39399096582617077,0.5745555609464646,0.28478717156168487,1.0
act_lang_B_100k,ACT-Lang-B 100k,461,1,open_drawer,pull the handle to open the drawer,47,2,True,47,0.03745328533746626,0.059689827263355255,0.09643629193305969,0.09643629193305969,0.44165153579509003,1.0
act_lang_B_100k,ACT-Lang-B 100k,461,2,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.0484960594676269,0.0682901009917259,0.4094220612730299,0.6460974752902985,0.30547265029098425,1.0
act_lang_B_100k,ACT-Lang-B 100k,462,1,push_pink_block_left,go push the pink block left,222,9,True,222,0.04428443074335947,0.07891126722097397,0.287668963894248,0.4123231768608093,0.25504067899273325,1.0
act_lang_B_100k,ACT-Lang-B 100k,462,2,lift_red_block_table,grasp and lift the red block,360,15,False,360,0.04096709335583436,0.057376056164503086,0.4022303617426327,0.5211754620075226,0.19917285664317508,1.0
act_lang_B_100k,ACT-Lang-B 100k,463,1,lift_blue_block_table,grasp and lift the blue block,360,15,False,360,0.04197764709075617,0.07361687421798704,0.2710288773689951,0.36396231651306155,0.22702665583540996,1.0
act_lang_B_100k,ACT-Lang-B 100k,464,1,push_red_block_left,go push the red block left,360,15,False,360,0.06394352006510647,0.09570700973272324,0.43125390793595997,0.6939551115036011,0.3313809898164537,1.0
act_lang_B_100k,ACT-Lang-B 100k,465,1,push_red_block_right,go push the red block right,110,5,True,110,0.029291060430621473,0.054657315462827684,0.23685122840106487,0.4001633167266846,0.221645734120499,1.0
act_lang_B_100k,ACT-Lang-B 100k,465,2,move_slider_right,push the sliding door to the right side,360,15,False,360,0.04205562683240015,0.06863751262426375,0.2595393926437412,0.4260967016220093,0.2937786912545562,1.0
act_lang_B_100k,ACT-Lang-B 100k,466,1,push_blue_block_right,go push the blue block right,360,15,False,360,0.04512279567472159,0.07016715109348297,0.30370875341551645,0.43044593632221223,0.232309925970104,1.0
act_lang_B_100k,ACT-Lang-B 100k,467,1,push_blue_block_left,go push the blue block left,360,15,False,360,0.06736664431724791,0.11256507337093354,0.38807231187820435,0.7108435094356538,0.3181671638455656,1.0
act_lang_B_100k,ACT-Lang-B 100k,468,1,move_slider_left,push the sliding door to the left side,360,15,False,360,0.05947042705262894,0.08571886420249938,0.3942233185682978,0.5478307485580446,0.3197331380099058,1.0
act_lang_B_100k,ACT-Lang-B 100k,469,1,rotate_pink_block_right,take the pink block and rotate it to the right,360,15,False,360,0.036505457249918855,0.05665969178080558,0.26972376235893797,0.4364349484443666,0.21686518316467604,1.0
act_lang_B_100k,ACT-Lang-B 100k,470,1,lift_pink_block_table,grasp and lift the pink block,360,15,False,360,0.04960080275887981,0.08668685406446457,0.31936999570046154,0.5509818613529207,0.2700224415295654,1.0
act_lang_B_100k,ACT-Lang-B 100k,471,1,lift_pink_block_slider,lift the pink block from the sliding cabinet,360,15,False,360,0.06732401534562157,0.08515782207250593,0.5970953681639263,0.6854890048503877,0.3254989062125484,1.0
act_lang_B_100k,ACT-Lang-B 100k,472,1,turn_off_led,press the button to turn off the led light,360,15,False,360,0.05976430140695117,0.10456457734107971,0.4352609519181507,0.7587871789932251,0.29364162363732854,1.0
act_lang_B_100k,ACT-Lang-B 100k,473,1,lift_blue_block_slider,lift the blue block from the sliding cabinet,360,15,False,360,0.07576881502404767,0.1074216231703758,0.630883167896952,0.8924822986125946,0.42954587023705243,1.0
act_lang_B_100k,ACT-Lang-B 100k,474,1,rotate_red_block_right,take the red block and rotate it to the right,305,13,True,305,0.06424064603925217,0.10035409629344935,0.42264867946505547,0.6384099066257477,0.4256005730785307,1.0
act_lang_B_100k,ACT-Lang-B 100k,474,2,lift_pink_block_table,grasp and lift the pink block,360,15,False,360,0.045289483440204586,0.051520866900682444,0.46587885703359333,0.5604239583015442,0.19688094473030004,1.0
act_lang_B_100k,ACT-Lang-B 100k,475,1,open_drawer,pull the handle to open the drawer,48,2,True,48,0.049940781806536175,0.0834814518690109,0.23249462246894836,0.23249462246894836,0.5116175670797626,1.0
act_lang_B_100k,ACT-Lang-B 100k,475,2,rotate_red_block_left,take the red block and rotate it to the left,360,15,False,360,0.08046888824147601,0.1347766101360321,0.617840221949986,1.050998330116272,0.48577514584693643,1.0
act_lang_B_100k,ACT-Lang-B 100k,476,1,lift_pink_block_slider,lift the pink block from the sliding cabinet,124,5,True,124,0.054932185819720834,0.10984104722738267,0.2582034692168236,0.3431391775608063,0.36402289100712343,1.0
act_lang_B_100k,ACT-Lang-B 100k,476,2,stack_block,stack the grasped block,360,15,False,360,0.06508518806541945,0.09855563193559645,0.35300528683832716,0.5493730783462525,0.2867017812612984,1.0
act_lang_B_100k,ACT-Lang-B 100k,477,1,push_blue_block_right,go push the blue block right,67,3,True,67,0.0362955814185129,0.0655122920870781,0.18489554524421692,0.21046239733695984,0.2960579455343645,1.0
act_lang_B_100k,ACT-Lang-B 100k,477,2,open_drawer,pull the handle to open the drawer,52,3,True,52,0.04565345049452256,0.06463710218667984,0.23923630267381668,0.2957729235291481,0.3880242137954785,1.0
act_lang_B_100k,ACT-Lang-B 100k,477,3,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.04450923494325333,0.06977330744266506,0.2535218191998346,0.5040510654449464,0.2839708875450823,1.0
act_lang_B_100k,ACT-Lang-B 100k,478,1,push_red_block_left,go push the red block left,85,4,True,85,0.05005148394654194,0.07769919410347939,0.29516300559043884,0.3805065929889679,0.389798783028827,1.0
act_lang_B_100k,ACT-Lang-B 100k,478,2,turn_on_led,press the button to turn on the led light,360,15,False,360,0.052129065244352256,0.07393527776002883,0.4294008846793856,0.6945439040660859,0.26153851837540665,1.0
act_lang_B_100k,ACT-Lang-B 100k,479,1,rotate_pink_block_left,take the pink block and rotate it to the left,360,15,False,360,0.05334276678222218,0.08106301128864288,0.43149075550692423,0.5906273603439331,0.26807997257759175,1.0
act_lang_B_100k,ACT-Lang-B 100k,480,1,close_drawer,push the handle to close the drawer,48,2,True,48,0.04790103519731696,0.08407101482152937,0.17225605249404907,0.17225605249404907,0.6274445882687966,1.0
act_lang_B_100k,ACT-Lang-B 100k,480,2,rotate_red_block_left,take the red block and rotate it to the left,167,7,True,167,0.059035677967750166,0.09493367001414299,0.44926057755947113,0.5846054553985596,0.30367416413333603,1.0
act_lang_B_100k,ACT-Lang-B 100k,480,3,lift_red_block_table,grasp and lift the red block,360,15,False,360,0.04408867769060049,0.06693647801876068,0.32138156571558546,0.3823277324438095,0.20349762222419182,1.0
act_lang_B_100k,ACT-Lang-B 100k,481,1,lift_red_block_table,grasp and lift the red block,360,15,False,360,0.05233469062477018,0.0712019011378288,0.40245254018477034,0.585550057888031,0.2788127055909071,1.0
act_lang_B_100k,ACT-Lang-B 100k,482,1,lift_red_block_slider,lift the red block from the sliding cabinet,360,15,False,360,0.04211449526862597,0.07263498753309248,0.36151603502886637,0.6260242223739625,0.28365192719631727,1.0
act_lang_B_100k,ACT-Lang-B 100k,483,1,turn_on_led,press the button to turn on the led light,360,15,False,360,0.06109814937317272,0.08630453199148178,0.4679358346121652,0.6363355219364166,0.33404630242536465,1.0
act_lang_B_100k,ACT-Lang-B 100k,484,1,lift_pink_block_slider,lift the pink block from the sliding cabinet,360,15,False,360,0.06062624723621979,0.07966517955064772,0.517272310597556,0.7108753859996797,0.386684048982958,1.0
act_lang_B_100k,ACT-Lang-B 100k,485,1,push_blue_block_left,go push the blue block left,360,15,False,360,0.0641814516571903,0.11205898523330687,0.36580206879547666,0.5895713925361633,0.28733418681141404,1.0
act_lang_B_100k,ACT-Lang-B 100k,486,1,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.03905205516284721,0.0615728534758091,0.1990199913936002,0.2590443968772888,0.231305255389048,1.0
act_lang_B_100k,ACT-Lang-B 100k,487,1,open_drawer,pull the handle to open the drawer,54,3,True,54,0.03587506713240214,0.0561475157737732,0.10339861363172531,0.10888380855321884,0.41571119648438914,1.0
act_lang_B_100k,ACT-Lang-B 100k,487,2,lift_red_block_slider,lift the red block from the sliding cabinet,141,6,True,141,0.04827586662556444,0.06638258099555973,0.3690638363361359,0.46479121446609495,0.34968009168374625,1.0
act_lang_B_100k,ACT-Lang-B 100k,487,3,place_in_slider,store the grasped block in the sliding cabinet,10,1,True,10,0.04841785764114724,0.09415946751832963,nan,nan,0.26732048466801644,1.0
act_lang_B_100k,ACT-Lang-B 100k,487,4,push_into_drawer,slide the block that it falls into the drawer,360,15,False,360,0.07271623505476582,0.1070431724190712,0.5113983409745353,0.678609585762024,0.3869830133910808,1.0
act_lang_B_100k,ACT-Lang-B 100k,488,1,rotate_red_block_right,take the red block and rotate it to the right,360,15,False,360,0.07671661220210757,0.11389617025852201,0.6674522491438049,0.995174950361252,0.5843229857169919,1.0
act_lang_B_100k,ACT-Lang-B 100k,489,1,push_into_drawer,slide the block that it falls into the drawer,360,15,False,360,0.05190613919163439,0.08226931542158124,0.3794711860162871,0.6772760272026062,0.3232250010387765,1.0
act_lang_B_100k,ACT-Lang-B 100k,490,1,push_pink_block_right,go push the pink block right,360,15,False,360,0.07080033617120102,0.12320604026317597,0.4641940700156348,0.6920580446720124,0.3273766990751028,1.0
act_lang_B_100k,ACT-Lang-B 100k,491,1,push_into_drawer,slide the block that it falls into the drawer,360,15,False,360,0.07025113846577476,0.11616089344024655,0.45492393736328396,0.7093314170837406,0.41732520473500095,1.0
act_lang_B_100k,ACT-Lang-B 100k,492,1,push_pink_block_right,go push the pink block right,360,15,False,360,0.04608147118427378,0.06778704673051834,0.3489100768097809,0.5674494981765748,0.2311560799781647,1.0
act_lang_B_100k,ACT-Lang-B 100k,493,1,lift_red_block_table,grasp and lift the red block,82,4,True,82,0.05158787612216892,0.07469338178634644,0.37769827743371326,0.6537574797868729,0.301441282488224,1.0
act_lang_B_100k,ACT-Lang-B 100k,493,2,place_in_drawer,store the grasped block in the drawer,30,2,True,30,0.04842831065942501,0.057521875202655774,0.24364033341407776,0.24364033341407776,0.5815950373808543,1.0
act_lang_B_100k,ACT-Lang-B 100k,493,3,rotate_blue_block_right,take the blue block and rotate it to the right,360,15,False,360,0.08219656568217742,0.13556114733219146,0.5723051577806473,0.8395092964172365,0.44459847611271675,1.0
act_lang_B_100k,ACT-Lang-B 100k,494,1,move_slider_right,push the sliding door to the right side,360,15,False,360,0.050198000130012715,0.09143515825271606,0.30679590361458914,0.5405246138572695,0.28690657674127984,1.0
act_lang_B_100k,ACT-Lang-B 100k,495,1,move_slider_right,push the sliding door to the right side,360,15,False,360,0.045525329306197654,0.07074669152498245,0.24609167288456643,0.3940977960824967,0.28265171553939583,1.0
act_lang_B_100k,ACT-Lang-B 100k,496,1,move_slider_right,push the sliding door to the right side,360,15,False,360,0.04922630740225855,0.08521477729082107,0.30983260752899305,0.6077265441417695,0.36927905817412665,1.0
act_lang_B_100k,ACT-Lang-B 100k,497,1,turn_on_led,press the button to turn on the led light,360,15,False,360,0.052884587486246006,0.08318611383438104,0.3043651799006121,0.5494501799345017,0.30965733744411006,1.0
act_lang_B_100k,ACT-Lang-B 100k,498,1,lift_red_block_table,grasp and lift the red block,193,8,True,193,0.05574557847042646,0.08811480700969697,0.36803228301661356,0.6588141560554506,0.3248672964427755,1.0
act_lang_B_100k,ACT-Lang-B 100k,498,2,place_in_drawer,store the grasped block in the drawer,28,2,True,28,0.03788616187456581,0.05476944670081141,0.2176080048084259,0.2176080048084259,0.4808340477091925,1.0
act_lang_B_100k,ACT-Lang-B 100k,498,3,rotate_pink_block_right,take the pink block and rotate it to the right,360,15,False,360,0.05989126184784021,0.07787172049283982,0.5438314463411059,0.9123443901538849,0.348149072068433,1.0
act_lang_B_100k,ACT-Lang-B 100k,499,1,push_pink_block_left,go push the pink block left,89,4,True,89,0.036449360552730715,0.0633436284959316,0.2675822228193283,0.36299084424972533,0.2953376848711057,1.0
act_lang_B_100k,ACT-Lang-B 100k,499,2,open_drawer,pull the handle to open the drawer,63,3,True,63,0.04584778388661723,0.07572776824235916,0.267336830496788,0.27092995345592497,0.42635046631570844,1.0
act_lang_B_100k,ACT-Lang-B 100k,499,3,turn_off_led,press the button to turn off the led light,360,15,False,360,0.0493776110665027,0.08290938287973403,0.3190986577953611,0.4326625615358353,0.2662834282654027,1.0
act_lang_B_100k,ACT-Lang-B 100k,500,1,push_into_drawer,slide the block that it falls into the drawer,157,7,True,157,0.054864402794732876,0.08282722905278206,0.39642256249984104,0.5497370958328247,0.3659165540982963,1.0
act_lang_B_100k,ACT-Lang-B 100k,500,2,lift_blue_block_drawer,Take the blue block from the drawer,360,15,False,360,0.04601609534622899,0.0875500530004501,0.2807315784905638,0.5481566399335863,0.3149689952842891,1.0
act_lang_B_100k,ACT-Lang-B 100k,501,1,push_blue_block_right,go push the blue block right,360,15,False,360,0.046713418966096966,0.08287495970726005,0.26835870849234716,0.4473874628543855,0.2942692872654233,1.0
act_lang_B_100k,ACT-Lang-B 100k,502,1,open_drawer,pull the handle to open the drawer,48,2,True,48,0.04266426870797543,0.07616776674985885,0.11371192336082458,0.11371192336082458,0.4602475247035424,1.0
act_lang_B_100k,ACT-Lang-B 100k,502,2,move_slider_right,push the sliding door to the right side,360,15,False,360,0.04970524429984412,0.08498441129922862,0.2859653920999595,0.5090731829404831,0.335102068591449,1.0
act_lang_B_100k,ACT-Lang-B 100k,503,1,move_slider_right,push the sliding door to the right side,360,15,False,360,0.0450121885814774,0.081397345662117,0.2623899512525116,0.5416145801544192,0.2789565048387481,1.0
act_lang_B_100k,ACT-Lang-B 100k,504,1,push_blue_block_left,go push the blue block left,360,15,False,360,0.03697641646102963,0.051159961521625504,0.333245439188821,0.45307569205760956,0.18607887221086356,1.0
act_lang_B_100k,ACT-Lang-B 100k,505,1,turn_on_led,press the button to turn on the led light,360,15,False,360,0.051042753509129075,0.07734450548887252,0.3509070889226028,0.7969936639070516,0.305001395340595,1.0
act_lang_B_100k,ACT-Lang-B 100k,506,1,open_drawer,pull the handle to open the drawer,360,15,False,360,0.06374168216217112,0.10064175873994825,0.43044639378786087,0.6118586003780365,0.3700811345958047,1.0
act_lang_B_100k,ACT-Lang-B 100k,507,1,open_drawer,pull the handle to open the drawer,360,15,False,360,0.05640289666582532,0.07906992286443709,0.42502519328679356,0.8561776161193851,0.3205854630097747,1.0
act_lang_B_100k,ACT-Lang-B 100k,508,1,turn_off_led,press the button to turn off the led light,360,15,False,360,0.07676721135968949,0.13098074793815612,0.5369486154190132,0.8685483396053314,0.3764680656397508,1.0
act_lang_B_100k,ACT-Lang-B 100k,509,1,push_red_block_left,go push the red block left,360,15,False,360,0.04107246620705076,0.060181797295808775,0.3947407358459064,0.5797254323959351,0.18835119002809128,1.0
act_lang_B_100k,ACT-Lang-B 100k,510,1,move_slider_right,push the sliding door to the right side,360,15,False,360,0.06633442220042012,0.09339720159769058,0.43436699360609055,0.6653731644153595,0.3213346543411414,1.0
act_lang_B_100k,ACT-Lang-B 100k,511,1,lift_red_block_slider,lift the red block from the sliding cabinet,360,15,False,360,0.054021147919642354,0.08649861961603164,0.4016735277005604,0.5894197821617126,0.3251937572740846,1.0
act_lang_B_100k,ACT-Lang-B 100k,512,1,push_red_block_right,go push the red block right,184,8,True,184,0.030276857838136415,0.04434067308902741,0.26342449337244034,0.41205607056617743,0.2317127083104266,1.0
act_lang_B_100k,ACT-Lang-B 100k,512,2,lift_red_block_table,grasp and lift the red block,360,15,False,360,0.04051921973627548,0.07310881167650223,0.2673663523580347,0.4143503844738007,0.24273951581368844,1.0
act_lang_B_100k,ACT-Lang-B 100k,513,1,rotate_pink_block_left,take the pink block and rotate it to the left,360,15,False,360,0.08098496337522412,0.10812503844499584,0.6599372295396668,1.1218289494514468,0.42316973412202463,1.0
act_lang_B_100k,ACT-Lang-B 100k,514,1,open_drawer,pull the handle to open the drawer,360,15,False,360,0.045820819339805745,0.0700793668627739,0.2796123964445932,0.4088342219591141,0.25795213003746337,1.0
act_lang_B_100k,ACT-Lang-B 100k,515,1,open_drawer,pull the handle to open the drawer,360,15,False,360,0.05709948185520003,0.0851564973592758,0.4296647906303406,0.5580721437931061,0.31901347573018735,1.0
act_lang_B_100k,ACT-Lang-B 100k,516,1,turn_off_led,press the button to turn off the led light,360,15,False,360,0.05464389786632695,0.09439335018396378,0.3372020050883293,0.6405580282211304,0.3688437381138404,1.0
act_lang_B_100k,ACT-Lang-B 100k,517,1,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.026529032601469032,0.04326322302222251,0.1501650453678199,0.199386265873909,0.16244859529866112,1.0
act_lang_B_100k,ACT-Lang-B 100k,518,1,lift_pink_block_table,grasp and lift the pink block,190,8,True,190,0.045906157397896684,0.07700702995061875,0.3215263517839568,0.5538105964660645,0.2680132846102903,1.0
act_lang_B_100k,ACT-Lang-B 100k,518,2,stack_block,stack the grasped block,360,15,False,360,0.06043464732473109,0.09285349696874619,0.513099906699998,0.6623504877090455,0.3172625405196514,1.0
act_lang_B_100k,ACT-Lang-B 100k,519,1,turn_on_led,press the button to turn on the led light,360,15,False,360,0.055038699247254304,0.08421096503734585,0.3786984511784145,0.4982591062784195,0.291913204267621,1.0
act_lang_B_100k,ACT-Lang-B 100k,520,1,move_slider_left,push the sliding door to the left side,75,3,True,75,0.030718176166300435,0.0472696665674448,0.25403229892253876,0.3469387382268906,0.36502925952275594,1.0
act_lang_B_100k,ACT-Lang-B 100k,520,2,lift_pink_block_table,grasp and lift the pink block,360,15,False,360,0.04388614954727813,0.07845603078603744,0.2587547131947109,0.3250612109899521,0.22975889560249116,1.0
act_lang_B_100k,ACT-Lang-B 100k,521,1,push_blue_block_left,go push the blue block left,71,3,True,71,0.02709836060114737,0.0434932392090559,0.20470436662435532,0.3170972511172295,0.2718698157810829,1.0
act_lang_B_100k,ACT-Lang-B 100k,521,2,push_into_drawer,slide the block that it falls into the drawer,360,15,False,360,0.04971857385030198,0.07188640981912613,0.4005171145711626,0.5291068851947784,0.34129791675756377,1.0
act_lang_B_100k,ACT-Lang-B 100k,522,1,rotate_blue_block_right,take the blue block and rotate it to the right,207,9,True,207,0.056372610528872,0.09014405682682991,0.39178753551095724,0.6417643249034881,0.34600582045777406,1.0
act_lang_B_100k,ACT-Lang-B 100k,522,2,lift_red_block_table,grasp and lift the red block,360,15,False,360,0.06780079144382627,0.1024590954184532,0.4370838339839663,0.626801359653473,0.3804786309806837,1.0
act_lang_B_100k,ACT-Lang-B 100k,523,1,close_drawer,push the handle to close the drawer,40,2,True,40,0.05729887901972502,0.09344994127750399,0.2849595546722412,0.2849595546722412,0.6677236318588257,1.0
act_lang_B_100k,ACT-Lang-B 100k,523,2,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.046249908463858215,0.07729403525590896,0.28030345855014666,0.5006983250379563,0.31256191382805504,1.0
act_lang_B_100k,ACT-Lang-B 100k,524,1,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.048972817279222036,0.08006475269794464,0.266396984990154,0.42869111895561224,0.2719403884684046,1.0
act_lang_B_100k,ACT-Lang-B 100k,525,1,open_drawer,pull the handle to open the drawer,47,2,True,47,0.05228334754381491,0.09085172042250633,0.189700186252594,0.189700186252594,0.5212760910074762,1.0
act_lang_B_100k,ACT-Lang-B 100k,525,2,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.037492508854727394,0.06605300307273863,0.22053278982639313,0.4021837383508683,0.22441450280861722,1.0
act_lang_B_100k,ACT-Lang-B 100k,526,1,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.038181333518574084,0.05603558346629142,0.3467352230634008,0.5328393399715424,0.2515536691683034,1.0
act_lang_B_100k,ACT-Lang-B 100k,527,1,lift_blue_block_slider,lift the blue block from the sliding cabinet,360,15,False,360,0.0494267913956496,0.08459029048681257,0.3071975292904036,0.417511859536171,0.26837950645842484,1.0
act_lang_B_100k,ACT-Lang-B 100k,528,1,turn_off_led,press the button to turn off the led light,360,15,False,360,0.05470776338322207,0.09736167937517161,0.3202650547027588,0.5160543739795687,0.3357884129302369,1.0
act_lang_B_100k,ACT-Lang-B 100k,529,1,push_pink_block_right,go push the pink block right,128,6,True,128,0.03163411435267822,0.04365712776780129,0.23713721483945846,0.3655229449272156,0.2176705818856135,1.0
act_lang_B_100k,ACT-Lang-B 100k,529,2,lift_pink_block_table,grasp and lift the pink block,360,15,False,360,0.046563737953086916,0.06472722887992859,0.37217305174895693,0.5173781931400299,0.24260530155152082,1.0
act_lang_B_100k,ACT-Lang-B 100k,530,1,lift_blue_block_slider,lift the blue block from the sliding cabinet,360,15,False,360,0.08795532140579894,0.10324421972036359,0.7722044501985822,0.9242171943187715,0.46010293178260325,1.0
act_lang_B_100k,ACT-Lang-B 100k,531,1,move_slider_right,push the sliding door to the right side,360,15,False,360,0.05729480661726803,0.09389783293008803,0.32773347571492195,0.49438498318195345,0.3610131020243797,1.0
act_lang_B_100k,ACT-Lang-B 100k,532,1,move_slider_left,push the sliding door to the left side,360,15,False,360,0.04941592098429052,0.06725159883499145,0.35906604171863626,0.5492992401123047,0.30557841668940255,1.0
act_lang_B_100k,ACT-Lang-B 100k,533,1,push_blue_block_right,go push the blue block right,303,13,True,303,0.04507334190821707,0.06949789971113214,0.3314095561703046,0.5099190443754197,0.22099657073961232,1.0
act_lang_B_100k,ACT-Lang-B 100k,533,2,close_drawer,push the handle to close the drawer,62,3,True,62,0.0639207972686921,0.10827989876270294,0.21291863918304443,0.23501027822494508,0.5803254794689917,1.0
act_lang_B_100k,ACT-Lang-B 100k,533,3,lift_blue_block_table,grasp and lift the blue block,360,15,False,360,0.05248733859218678,0.09774925410747527,0.28091428322451456,0.40811258256435395,0.30484704963035053,1.0
act_lang_B_100k,ACT-Lang-B 100k,534,1,move_slider_left,push the sliding door to the left side,360,15,False,360,0.03847390735355883,0.07038122415542603,0.17822981945105962,0.27847029566764836,0.20991307040676474,1.0
act_lang_B_100k,ACT-Lang-B 100k,535,1,turn_on_led,press the button to turn on the led light,360,15,False,360,0.05825187677315185,0.09002867639064786,0.34640995253409657,0.48432126343250276,0.30270672003842064,1.0
act_lang_B_100k,ACT-Lang-B 100k,536,1,push_red_block_right,go push the red block right,234,10,True,234,0.045813299949348865,0.07085379958152772,0.3358555750714408,0.4996670365333557,0.25942833330004644,1.0
act_lang_B_100k,ACT-Lang-B 100k,536,2,close_drawer,push the handle to close the drawer,65,3,True,65,0.061522034971858375,0.10343305990099907,0.13080407679080963,0.1644946128129959,0.5329655320025407,1.0
act_lang_B_100k,ACT-Lang-B 100k,536,3,lift_red_block_table,grasp and lift the red block,360,15,False,360,0.04578064644870071,0.07644011825323103,0.32520673530442373,0.46148528456687926,0.25052277642405696,1.0
act_lang_B_100k,ACT-Lang-B 100k,537,1,push_red_block_right,go push the red block right,106,5,True,106,0.028212713401409843,0.03995499461889267,0.24708902277052402,0.37597134709358215,0.23657821013398891,1.0
act_lang_B_100k,ACT-Lang-B 100k,537,2,lift_blue_block_slider,lift the blue block from the sliding cabinet,168,7,True,168,0.04256875538350847,0.06601243764162064,0.24349640061457953,0.3462129384279251,0.2549073434035693,1.0
act_lang_B_100k,ACT-Lang-B 100k,537,3,place_in_drawer,store the grasped block in the drawer,65,3,True,65,0.060071359359426424,0.08563021793961527,0.2580958753824234,0.3173119336366653,0.6065089312883524,1.0
act_lang_B_100k,ACT-Lang-B 100k,537,4,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.05504290545151717,0.08150942623615265,0.483154794467347,0.6460090398788453,0.3480403452283806,1.0
act_lang_B_100k,ACT-Lang-B 100k,538,1,open_drawer,pull the handle to open the drawer,360,15,False,360,0.053228825299603696,0.07786139696836471,0.34763208138091223,0.5132547080516815,0.27427794883648554,1.0
